GoidDecimal;GoidLittleEndian;GoidBigEndian;ClothesType;ShortName;ItemName;ModelId;ColorId
18180;0x04470000;0x00004704;MALE COAT;Armor_M_Coat_A9_C11_1;Armored Magenta Misene Panel Trench;9;10
19224;0x184b0000;0x00004b18;MALE COAT;Armor_M_Coat_A9_C11_2;Armored Magenta Misene Panel Trench;9;10
20268;0x2c4f0000;0x00004f2c;MALE COAT;Armor_M_Coat_A9_C11_3;Armored Magenta Misene Panel Trench;9;10
21312;0x40530000;0x00005340;MALE COAT;Armor_M_Coat_A9_C11_4;Armored Magenta Misene Panel Trench;9;10
22356;0x54570000;0x00005754;MALE COAT;Armor_M_Coat_A9_C11_5;Armored Magenta Misene Panel Trench;9;10
23400;0x685b0000;0x00005b68;MALE COAT;Armor_M_Coat_A9_C11_6;Armored Magenta Misene Panel Trench;9;10
18181;0x05470000;0x00004705;MALE COAT;Armor_M_Coat_A9_C12_1;Armored Brown Misene Panel Trench;9;11
19225;0x194b0000;0x00004b19;MALE COAT;Armor_M_Coat_A9_C12_2;Armored Brown Misene Panel Trench;9;11
20269;0x2d4f0000;0x00004f2d;MALE COAT;Armor_M_Coat_A9_C12_3;Armored Brown Misene Panel Trench;9;11
21313;0x41530000;0x00005341;MALE COAT;Armor_M_Coat_A9_C12_4;Armored Brown Misene Panel Trench;9;11
22357;0x55570000;0x00005755;MALE COAT;Armor_M_Coat_A9_C12_5;Armored Brown Misene Panel Trench;9;11
23401;0x695b0000;0x00005b69;MALE COAT;Armor_M_Coat_A9_C12_6;Armored Brown Misene Panel Trench;9;11
18182;0x06470000;0x00004706;MALE COAT;Armor_M_Coat_A9_C13_1;Armored White Avero Cuffed Trench;9;12
19226;0x1a4b0000;0x00004b1a;MALE COAT;Armor_M_Coat_A9_C13_2;Armored White Avero Cuffed Trench;9;12
20270;0x2e4f0000;0x00004f2e;MALE COAT;Armor_M_Coat_A9_C13_3;Armored White Avero Cuffed Trench;9;12
21314;0x42530000;0x00005342;MALE COAT;Armor_M_Coat_A9_C13_4;Armored White Avero Cuffed Trench;9;12
22358;0x56570000;0x00005756;MALE COAT;Armor_M_Coat_A9_C13_5;Armored White Avero Cuffed Trench;9;12
23402;0x6a5b0000;0x00005b6a;MALE COAT;Armor_M_Coat_A9_C13_6;Armored White Avero Cuffed Trench;9;12
18183;0x07470000;0x00004707;MALE COAT;Armor_M_Coat_A9_C14_1;Armored Gray Avero Cuffed Trench;9;13
19227;0x1b4b0000;0x00004b1b;MALE COAT;Armor_M_Coat_A9_C14_2;Armored Gray Avero Cuffed Trench;9;13
20271;0x2f4f0000;0x00004f2f;MALE COAT;Armor_M_Coat_A9_C14_3;Armored Gray Avero Cuffed Trench;9;13
21315;0x43530000;0x00005343;MALE COAT;Armor_M_Coat_A9_C14_4;Armored Gray Avero Cuffed Trench;9;13
22359;0x57570000;0x00005757;MALE COAT;Armor_M_Coat_A9_C14_5;Armored Gray Avero Cuffed Trench;9;13
23403;0x6b5b0000;0x00005b6b;MALE COAT;Armor_M_Coat_A9_C14_6;Armored Gray Avero Cuffed Trench;9;13
18184;0x08470000;0x00004708;MALE COAT;Armor_M_Coat_A9_C15_1;Armored Green Avero Cuffed Trench;9;14
19228;0x1c4b0000;0x00004b1c;MALE COAT;Armor_M_Coat_A9_C15_2;Armored Green Avero Cuffed Trench;9;14
20272;0x304f0000;0x00004f30;MALE COAT;Armor_M_Coat_A9_C15_3;Armored Green Avero Cuffed Trench;9;14
21316;0x44530000;0x00005344;MALE COAT;Armor_M_Coat_A9_C15_4;Armored Green Avero Cuffed Trench;9;14
22360;0x58570000;0x00005758;MALE COAT;Armor_M_Coat_A9_C15_5;Armored Green Avero Cuffed Trench;9;14
23404;0x6c5b0000;0x00005b6c;MALE COAT;Armor_M_Coat_A9_C15_6;Armored Green Avero Cuffed Trench;9;14
18185;0x09470000;0x00004709;MALE COAT;Armor_M_Coat_A9_C16_1;Armored Lavender Avero Cuffed Trench;9;15
19229;0x1d4b0000;0x00004b1d;MALE COAT;Armor_M_Coat_A9_C16_2;Armored Lavender Avero Cuffed Trench;9;15
20273;0x314f0000;0x00004f31;MALE COAT;Armor_M_Coat_A9_C16_3;Armored Lavender Avero Cuffed Trench;9;15
21317;0x45530000;0x00005345;MALE COAT;Armor_M_Coat_A9_C16_4;Armored Lavender Avero Cuffed Trench;9;15
22361;0x59570000;0x00005759;MALE COAT;Armor_M_Coat_A9_C16_5;Armored Lavender Avero Cuffed Trench;9;15
23405;0x6d5b0000;0x00005b6d;MALE COAT;Armor_M_Coat_A9_C16_6;Armored Lavender Avero Cuffed Trench;9;15
18186;0x0a470000;0x0000470a;MALE COAT;Armor_M_Coat_A9_C17_1;Armored Brown-Purple Avero Cuffed Trench;9;16
19230;0x1e4b0000;0x00004b1e;MALE COAT;Armor_M_Coat_A9_C17_2;Armored Brown-Purple Avero Cuffed Trench;9;16
20274;0x324f0000;0x00004f32;MALE COAT;Armor_M_Coat_A9_C17_3;Armored Brown-Purple Avero Cuffed Trench;9;16
21318;0x46530000;0x00005346;MALE COAT;Armor_M_Coat_A9_C17_4;Armored Brown-Purple Avero Cuffed Trench;9;16
22362;0x5a570000;0x0000575a;MALE COAT;Armor_M_Coat_A9_C17_5;Armored Brown-Purple Avero Cuffed Trench;9;16
23406;0x6e5b0000;0x00005b6e;MALE COAT;Armor_M_Coat_A9_C17_6;Armored Brown-Purple Avero Cuffed Trench;9;16
18187;0x0b470000;0x0000470b;MALE COAT;Armor_M_Coat_A9_C18_1;Armored Brown-Lavender Avero Cuffed Trench;9;17
19231;0x1f4b0000;0x00004b1f;MALE COAT;Armor_M_Coat_A9_C18_2;Armored Brown-Lavender Avero Cuffed Trench;9;17
20275;0x334f0000;0x00004f33;MALE COAT;Armor_M_Coat_A9_C18_3;Armored Brown-Lavender Avero Cuffed Trench;9;17
21319;0x47530000;0x00005347;MALE COAT;Armor_M_Coat_A9_C18_4;Armored Brown-Lavender Avero Cuffed Trench;9;17
22363;0x5b570000;0x0000575b;MALE COAT;Armor_M_Coat_A9_C18_5;Armored Brown-Lavender Avero Cuffed Trench;9;17
23407;0x6f5b0000;0x00005b6f;MALE COAT;Armor_M_Coat_A9_C18_6;Armored Brown-Lavender Avero Cuffed Trench;9;17
18188;0x0c470000;0x0000470c;MALE COAT;Armor_M_Coat_A9_C19_1;Armored Green Reynolds Duster;9;18
19232;0x204b0000;0x00004b20;MALE COAT;Armor_M_Coat_A9_C19_2;Armored Green Reynolds Duster;9;18
20276;0x344f0000;0x00004f34;MALE COAT;Armor_M_Coat_A9_C19_3;Armored Green Reynolds Duster;9;18
21320;0x48530000;0x00005348;MALE COAT;Armor_M_Coat_A9_C19_4;Armored Green Reynolds Duster;9;18
22364;0x5c570000;0x0000575c;MALE COAT;Armor_M_Coat_A9_C19_5;Armored Green Reynolds Duster;9;18
23408;0x705b0000;0x00005b70;MALE COAT;Armor_M_Coat_A9_C19_6;Armored Green Reynolds Duster;9;18
18171;0xfb460000;0x000046fb;MALE COAT;Armor_M_Coat_A9_C2_1;Armored Teal Misene Leather Trench;9;1
19215;0x0f4b0000;0x00004b0f;MALE COAT;Armor_M_Coat_A9_C2_2;Armored Teal Misene Leather Trench;9;1
20259;0x234f0000;0x00004f23;MALE COAT;Armor_M_Coat_A9_C2_3;Armored Teal Misene Leather Trench;9;1
21303;0x37530000;0x00005337;MALE COAT;Armor_M_Coat_A9_C2_4;Armored Teal Misene Leather Trench;9;1
22347;0x4b570000;0x0000574b;MALE COAT;Armor_M_Coat_A9_C2_5;Armored Teal Misene Leather Trench;9;1
23391;0x5f5b0000;0x00005b5f;MALE COAT;Armor_M_Coat_A9_C2_6;Armored Teal Misene Leather Trench;9;1
18189;0x0d470000;0x0000470d;MALE COAT;Armor_M_Coat_A9_C20_1;Armored Yellow Reynolds Duster;9;19
19233;0x214b0000;0x00004b21;MALE COAT;Armor_M_Coat_A9_C20_2;Armored Yellow Reynolds Duster;9;19
20277;0x354f0000;0x00004f35;MALE COAT;Armor_M_Coat_A9_C20_3;Armored Yellow Reynolds Duster;9;19
21321;0x49530000;0x00005349;MALE COAT;Armor_M_Coat_A9_C20_4;Armored Yellow Reynolds Duster;9;19
22365;0x5d570000;0x0000575d;MALE COAT;Armor_M_Coat_A9_C20_5;Armored Yellow Reynolds Duster;9;19
23409;0x715b0000;0x00005b71;MALE COAT;Armor_M_Coat_A9_C20_6;Armored Yellow Reynolds Duster;9;19
18190;0x0e470000;0x0000470e;MALE COAT;Armor_M_Coat_A9_C21_1;Armored Orange Reynolds Duster;9;20
19234;0x224b0000;0x00004b22;MALE COAT;Armor_M_Coat_A9_C21_2;Armored Orange Reynolds Duster;9;20
20278;0x364f0000;0x00004f36;MALE COAT;Armor_M_Coat_A9_C21_3;Armored Orange Reynolds Duster;9;20
21322;0x4a530000;0x0000534a;MALE COAT;Armor_M_Coat_A9_C21_4;Armored Orange Reynolds Duster;9;20
22366;0x5e570000;0x0000575e;MALE COAT;Armor_M_Coat_A9_C21_5;Armored Orange Reynolds Duster;9;20
23410;0x725b0000;0x00005b72;MALE COAT;Armor_M_Coat_A9_C21_6;Armored Orange Reynolds Duster;9;20
18191;0x0f470000;0x0000470f;MALE COAT;Armor_M_Coat_A9_C22_1;Armored Brown Reynolds Duster;9;21
19235;0x234b0000;0x00004b23;MALE COAT;Armor_M_Coat_A9_C22_2;Armored Brown Reynolds Duster;9;21
20279;0x374f0000;0x00004f37;MALE COAT;Armor_M_Coat_A9_C22_3;Armored Brown Reynolds Duster;9;21
21323;0x4b530000;0x0000534b;MALE COAT;Armor_M_Coat_A9_C22_4;Armored Brown Reynolds Duster;9;21
22367;0x5f570000;0x0000575f;MALE COAT;Armor_M_Coat_A9_C22_5;Armored Brown Reynolds Duster;9;21
23411;0x735b0000;0x00005b73;MALE COAT;Armor_M_Coat_A9_C22_6;Armored Brown Reynolds Duster;9;21
18192;0x10470000;0x00004710;MALE COAT;Armor_M_Coat_A9_C23_1;Armored Cyan Tam Duster;9;22
19236;0x244b0000;0x00004b24;MALE COAT;Armor_M_Coat_A9_C23_2;Armored Cyan Tam Duster;9;22
20280;0x384f0000;0x00004f38;MALE COAT;Armor_M_Coat_A9_C23_3;Armored Cyan Tam Duster;9;22
21324;0x4c530000;0x0000534c;MALE COAT;Armor_M_Coat_A9_C23_4;Armored Cyan Tam Duster;9;22
22368;0x60570000;0x00005760;MALE COAT;Armor_M_Coat_A9_C23_5;Armored Cyan Tam Duster;9;22
23412;0x745b0000;0x00005b74;MALE COAT;Armor_M_Coat_A9_C23_6;Armored Cyan Tam Duster;9;22
18193;0x11470000;0x00004711;MALE COAT;Armor_M_Coat_A9_C24_1;Armored Orchid Tam Duster;9;23
19237;0x254b0000;0x00004b25;MALE COAT;Armor_M_Coat_A9_C24_2;Armored Orchid Tam Duster;9;23
20281;0x394f0000;0x00004f39;MALE COAT;Armor_M_Coat_A9_C24_3;Armored Orchid Tam Duster;9;23
21325;0x4d530000;0x0000534d;MALE COAT;Armor_M_Coat_A9_C24_4;Armored Orchid Tam Duster;9;23
22369;0x61570000;0x00005761;MALE COAT;Armor_M_Coat_A9_C24_5;Armored Orchid Tam Duster;9;23
23413;0x755b0000;0x00005b75;MALE COAT;Armor_M_Coat_A9_C24_6;Armored Orchid Tam Duster;9;23
18194;0x12470000;0x00004712;MALE COAT;Armor_M_Coat_A9_C25_1;Armored Purple Tam Duster;9;24
19238;0x264b0000;0x00004b26;MALE COAT;Armor_M_Coat_A9_C25_2;Armored Purple Tam Duster;9;24
20282;0x3a4f0000;0x00004f3a;MALE COAT;Armor_M_Coat_A9_C25_3;Armored Purple Tam Duster;9;24
21326;0x4e530000;0x0000534e;MALE COAT;Armor_M_Coat_A9_C25_4;Armored Purple Tam Duster;9;24
22370;0x62570000;0x00005762;MALE COAT;Armor_M_Coat_A9_C25_5;Armored Purple Tam Duster;9;24
23414;0x765b0000;0x00005b76;MALE COAT;Armor_M_Coat_A9_C25_6;Armored Purple Tam Duster;9;24
18195;0x13470000;0x00004713;MALE COAT;Armor_M_Coat_A9_C26_1;Armored Brown Tam Duster;9;25
19239;0x274b0000;0x00004b27;MALE COAT;Armor_M_Coat_A9_C26_2;Armored Brown Tam Duster;9;25
20283;0x3b4f0000;0x00004f3b;MALE COAT;Armor_M_Coat_A9_C26_3;Armored Brown Tam Duster;9;25
21327;0x4f530000;0x0000534f;MALE COAT;Armor_M_Coat_A9_C26_4;Armored Brown Tam Duster;9;25
22371;0x63570000;0x00005763;MALE COAT;Armor_M_Coat_A9_C26_5;Armored Brown Tam Duster;9;25
23415;0x775b0000;0x00005b77;MALE COAT;Armor_M_Coat_A9_C26_6;Armored Brown Tam Duster;9;25
18196;0x14470000;0x00004714;MALE COAT;Armor_M_Coat_A9_C27_1;Armored Green Tam Duster;9;26
19240;0x284b0000;0x00004b28;MALE COAT;Armor_M_Coat_A9_C27_2;Armored Green Tam Duster;9;26
20284;0x3c4f0000;0x00004f3c;MALE COAT;Armor_M_Coat_A9_C27_3;Armored Green Tam Duster;9;26
21328;0x50530000;0x00005350;MALE COAT;Armor_M_Coat_A9_C27_4;Armored Green Tam Duster;9;26
22372;0x64570000;0x00005764;MALE COAT;Armor_M_Coat_A9_C27_5;Armored Green Tam Duster;9;26
23416;0x785b0000;0x00005b78;MALE COAT;Armor_M_Coat_A9_C27_6;Armored Green Tam Duster;9;26
18197;0x15470000;0x00004715;MALE COAT;Armor_M_Coat_A9_C28_1;Armored Red Tam Duster;9;27
19241;0x294b0000;0x00004b29;MALE COAT;Armor_M_Coat_A9_C28_2;Armored Red Tam Duster;9;27
20285;0x3d4f0000;0x00004f3d;MALE COAT;Armor_M_Coat_A9_C28_3;Armored Red Tam Duster;9;27
21329;0x51530000;0x00005351;MALE COAT;Armor_M_Coat_A9_C28_4;Armored Red Tam Duster;9;27
22373;0x65570000;0x00005765;MALE COAT;Armor_M_Coat_A9_C28_5;Armored Red Tam Duster;9;27
23417;0x795b0000;0x00005b79;MALE COAT;Armor_M_Coat_A9_C28_6;Armored Red Tam Duster;9;27
18198;0x16470000;0x00004716;MALE COAT;Armor_M_Coat_A9_C29_1;Armored Black Tam Duster;9;28
19242;0x2a4b0000;0x00004b2a;MALE COAT;Armor_M_Coat_A9_C29_2;Armored Black Tam Duster;9;28
20286;0x3e4f0000;0x00004f3e;MALE COAT;Armor_M_Coat_A9_C29_3;Armored Black Tam Duster;9;28
21330;0x52530000;0x00005352;MALE COAT;Armor_M_Coat_A9_C29_4;Armored Black Tam Duster;9;28
22374;0x66570000;0x00005766;MALE COAT;Armor_M_Coat_A9_C29_5;Armored Black Tam Duster;9;28
23418;0x7a5b0000;0x00005b7a;MALE COAT;Armor_M_Coat_A9_C29_6;Armored Black Tam Duster;9;28
18172;0xfc460000;0x000046fc;MALE COAT;Armor_M_Coat_A9_C3_1;Armored Red Misene Leather Trench;9;2
19216;0x104b0000;0x00004b10;MALE COAT;Armor_M_Coat_A9_C3_2;Armored Red Misene Leather Trench;9;2
20260;0x244f0000;0x00004f24;MALE COAT;Armor_M_Coat_A9_C3_3;Armored Red Misene Leather Trench;9;2
21304;0x38530000;0x00005338;MALE COAT;Armor_M_Coat_A9_C3_4;Armored Red Misene Leather Trench;9;2
22348;0x4c570000;0x0000574c;MALE COAT;Armor_M_Coat_A9_C3_5;Armored Red Misene Leather Trench;9;2
23392;0x605b0000;0x00005b60;MALE COAT;Armor_M_Coat_A9_C3_6;Armored Red Misene Leather Trench;9;2
18199;0x17470000;0x00004717;MALE COAT;Armor_M_Coat_A9_C30_1;Armored Olive Tam Duster;9;29
19243;0x2b4b0000;0x00004b2b;MALE COAT;Armor_M_Coat_A9_C30_2;Armored Olive Tam Duster;9;29
20287;0x3f4f0000;0x00004f3f;MALE COAT;Armor_M_Coat_A9_C30_3;Armored Olive Tam Duster;9;29
21331;0x53530000;0x00005353;MALE COAT;Armor_M_Coat_A9_C30_4;Armored Olive Tam Duster;9;29
22375;0x67570000;0x00005767;MALE COAT;Armor_M_Coat_A9_C30_5;Armored Olive Tam Duster;9;29
23419;0x7b5b0000;0x00005b7b;MALE COAT;Armor_M_Coat_A9_C30_6;Armored Olive Tam Duster;9;29
18200;0x18470000;0x00004718;MALE COAT;Armor_M_Coat_A9_C31_1;Armored Plum Tam Duster;9;30
19244;0x2c4b0000;0x00004b2c;MALE COAT;Armor_M_Coat_A9_C31_2;Armored Plum Tam Duster;9;30
20288;0x404f0000;0x00004f40;MALE COAT;Armor_M_Coat_A9_C31_3;Armored Plum Tam Duster;9;30
21332;0x54530000;0x00005354;MALE COAT;Armor_M_Coat_A9_C31_4;Armored Plum Tam Duster;9;30
22376;0x68570000;0x00005768;MALE COAT;Armor_M_Coat_A9_C31_5;Armored Plum Tam Duster;9;30
23420;0x7c5b0000;0x00005b7c;MALE COAT;Armor_M_Coat_A9_C31_6;Armored Plum Tam Duster;9;30
18201;0x19470000;0x00004719;MALE COAT;Armor_M_Coat_A9_C32_1;Armored Sienna Tam Duster;9;31
19245;0x2d4b0000;0x00004b2d;MALE COAT;Armor_M_Coat_A9_C32_2;Armored Sienna Tam Duster;9;31
20289;0x414f0000;0x00004f41;MALE COAT;Armor_M_Coat_A9_C32_3;Armored Sienna Tam Duster;9;31
21333;0x55530000;0x00005355;MALE COAT;Armor_M_Coat_A9_C32_4;Armored Sienna Tam Duster;9;31
22377;0x69570000;0x00005769;MALE COAT;Armor_M_Coat_A9_C32_5;Armored Sienna Tam Duster;9;31
23421;0x7d5b0000;0x00005b7d;MALE COAT;Armor_M_Coat_A9_C32_6;Armored Sienna Tam Duster;9;31
18173;0xfd460000;0x000046fd;MALE COAT;Armor_M_Coat_A9_C4_1;Armored Indigo Misene Leather Trench;9;3
19217;0x114b0000;0x00004b11;MALE COAT;Armor_M_Coat_A9_C4_2;Armored Indigo Misene Leather Trench;9;3
20261;0x254f0000;0x00004f25;MALE COAT;Armor_M_Coat_A9_C4_3;Armored Indigo Misene Leather Trench;9;3
21305;0x39530000;0x00005339;MALE COAT;Armor_M_Coat_A9_C4_4;Armored Indigo Misene Leather Trench;9;3
22349;0x4d570000;0x0000574d;MALE COAT;Armor_M_Coat_A9_C4_5;Armored Indigo Misene Leather Trench;9;3
23393;0x615b0000;0x00005b61;MALE COAT;Armor_M_Coat_A9_C4_6;Armored Indigo Misene Leather Trench;9;3
18174;0xfe460000;0x000046fe;MALE COAT;Armor_M_Coat_A9_C5_1;Armored Black Misene Panel Trench;9;4
19218;0x124b0000;0x00004b12;MALE COAT;Armor_M_Coat_A9_C5_2;Armored Black Misene Panel Trench;9;4
20262;0x264f0000;0x00004f26;MALE COAT;Armor_M_Coat_A9_C5_3;Armored Black Misene Panel Trench;9;4
21306;0x3a530000;0x0000533a;MALE COAT;Armor_M_Coat_A9_C5_4;Armored Black Misene Panel Trench;9;4
22350;0x4e570000;0x0000574e;MALE COAT;Armor_M_Coat_A9_C5_5;Armored Black Misene Panel Trench;9;4
23394;0x625b0000;0x00005b62;MALE COAT;Armor_M_Coat_A9_C5_6;Armored Black Misene Panel Trench;9;4
18175;0xff460000;0x000046ff;MALE COAT;Armor_M_Coat_A9_C6_1;Armored Green Misene Panel Trench;9;5
19219;0x134b0000;0x00004b13;MALE COAT;Armor_M_Coat_A9_C6_2;Armored Green Misene Panel Trench;9;5
20263;0x274f0000;0x00004f27;MALE COAT;Armor_M_Coat_A9_C6_3;Armored Green Misene Panel Trench;9;5
21307;0x3b530000;0x0000533b;MALE COAT;Armor_M_Coat_A9_C6_4;Armored Green Misene Panel Trench;9;5
22351;0x4f570000;0x0000574f;MALE COAT;Armor_M_Coat_A9_C6_5;Armored Green Misene Panel Trench;9;5
23395;0x635b0000;0x00005b63;MALE COAT;Armor_M_Coat_A9_C6_6;Armored Green Misene Panel Trench;9;5
18176;0x00470000;0x00004700;MALE COAT;Armor_M_Coat_A9_C7_1;Armored Teal Misene Panel Trench;9;6
19220;0x144b0000;0x00004b14;MALE COAT;Armor_M_Coat_A9_C7_2;Armored Teal Misene Panel Trench;9;6
20264;0x284f0000;0x00004f28;MALE COAT;Armor_M_Coat_A9_C7_3;Armored Teal Misene Panel Trench;9;6
21308;0x3c530000;0x0000533c;MALE COAT;Armor_M_Coat_A9_C7_4;Armored Teal Misene Panel Trench;9;6
22352;0x50570000;0x00005750;MALE COAT;Armor_M_Coat_A9_C7_5;Armored Teal Misene Panel Trench;9;6
23396;0x645b0000;0x00005b64;MALE COAT;Armor_M_Coat_A9_C7_6;Armored Teal Misene Panel Trench;9;6
18177;0x01470000;0x00004701;MALE COAT;Armor_M_Coat_A9_C8_1;Armored Orange Misene Panel Trench;9;7
19221;0x154b0000;0x00004b15;MALE COAT;Armor_M_Coat_A9_C8_2;Armored Orange Misene Panel Trench;9;7
20265;0x294f0000;0x00004f29;MALE COAT;Armor_M_Coat_A9_C8_3;Armored Orange Misene Panel Trench;9;7
21309;0x3d530000;0x0000533d;MALE COAT;Armor_M_Coat_A9_C8_4;Armored Orange Misene Panel Trench;9;7
22353;0x51570000;0x00005751;MALE COAT;Armor_M_Coat_A9_C8_5;Armored Orange Misene Panel Trench;9;7
23397;0x655b0000;0x00005b65;MALE COAT;Armor_M_Coat_A9_C8_6;Armored Orange Misene Panel Trench;9;7
18178;0x02470000;0x00004702;MALE COAT;Armor_M_Coat_A9_C9_1;Armored Green Misene Leather Trench;9;8
19222;0x164b0000;0x00004b16;MALE COAT;Armor_M_Coat_A9_C9_2;Armored Green Misene Leather Trench;9;8
20266;0x2a4f0000;0x00004f2a;MALE COAT;Armor_M_Coat_A9_C9_3;Armored Green Misene Leather Trench;9;8
21310;0x3e530000;0x0000533e;MALE COAT;Armor_M_Coat_A9_C9_4;Armored Green Misene Leather Trench;9;8
22354;0x52570000;0x00005752;MALE COAT;Armor_M_Coat_A9_C9_5;Armored Green Misene Leather Trench;9;8
23398;0x665b0000;0x00005b66;MALE COAT;Armor_M_Coat_A9_C9_6;Armored Green Misene Leather Trench;9;8
44481;0xc1ad0000;0x0000adc1;MALE COAT;EMCoat_A1_C10_1;Enhanced Brown Hosh Rak Jacket;1;9
44564;0x14ae0000;0x0000ae14;MALE COAT;EMCoat_A1_C11_1;Enhanced Orange Hosh Rak Jacket;1;10
45210;0x9ab00000;0x0000b09a;MALE COAT;EMCoat_A1_C13_1;Enhanced Purple Hosh Rak Duotone Jacket;1;12
45040;0xf0af0000;0x0000aff0;MALE COAT;EMCoat_A1_C14_1;Enhanced Teal Hosh Rak Duotone Jacket;1;13
45097;0x29b00000;0x0000b029;MALE COAT;EMCoat_A1_C16_1;Enhanced Magenta Hosh Rak Duotone Jacket;1;15
45264;0xd0b00000;0x0000b0d0;MALE COAT;EMCoat_A1_C17_1;Enhanced Black Arisaki Konishi Jacket;1;16
45238;0xb6b00000;0x0000b0b6;MALE COAT;EMCoat_A1_C22_1;Enhanced Magenta Arisaki Konishi Jacket;1;21
45098;0x2ab00000;0x0000b02a;MALE COAT;EMCoat_A1_C23_1;Enhanced Sienna Arisaki Konishi Jacket;1;22
45656;0x58b20000;0x0000b258;MALE COAT;EMCoat_A1_C25_1;Enhanced Black Yozamaki Kei Jacket;1;24
45572;0x04b20000;0x0000b204;MALE COAT;EMCoat_A1_C28_1;Enhanced Red Yozamaki Kei Jacket;1;27
45431;0x77b10000;0x0000b177;MALE COAT;EMCoat_A1_C29_1;Enhanced Dim Teal Yozamaki Kei Jacket;1;28
45628;0x3cb20000;0x0000b23c;MALE COAT;EMCoat_A1_C32_1;Enhanced Teal Yozamaki Kei Jacket;1;31
44675;0x83ae0000;0x0000ae83;MALE COAT;EMCoat_A1_C4_1;Enhanced Green Hosh Rak Jacket;1;3
44983;0xb7af0000;0x0000afb7;MALE COAT;EMCoat_A10_C10_1;Enhanced Olive Drab Misene Panel Trench Highcollar;10;9
45153;0x61b00000;0x0000b061;MALE COAT;EMCoat_A10_C11_1;Enhanced Red Misene Panel Trench Highcollar;10;10
45209;0x99b00000;0x0000b099;MALE COAT;EMCoat_A10_C13_1;Enhanced Purple Misene Panel Trench Highcollar;10;12
45851;0x1bb30000;0x0000b31b;MALE COAT;EMCoat_A10_C19_1;Enhanced Sienna Reynolds Duster Highcollar;10;18
45124;0x44b00000;0x0000b044;MALE COAT;EMCoat_A10_C2_1;Enhanced Ash Misene Leather Trench Highcollar;10;1
45795;0xe3b20000;0x0000b2e3;MALE COAT;EMCoat_A10_C25_1;Enhanced Burly Wood Reynolds Duster Highcollar;10;24
44984;0xb8af0000;0x0000afb8;MALE COAT;EMCoat_A10_C31_1;Enhanced Black Misene Leather Trench Highcollar;10;30
45235;0xb3b00000;0x0000b0b3;MALE COAT;EMCoat_A10_C6_1;Enhanced Orange Misene Leather Trench Highcollar;10;5
45069;0x0db00000;0x0000b00d;MALE COAT;EMCoat_A10_C7_1;Enhanced Green Misene Leather Trench Highcollar;10;6
45263;0xcfb00000;0x0000b0cf;MALE COAT;EMCoat_A10_C8_1;Enhanced Purple Misene Leather Trench Highcollar;10;7
44956;0x9caf0000;0x0000af9c;MALE COAT;EMCoat_A11_C7_1;Enhanced Yellow/Green Traditional Gi;11;6
44955;0x9baf0000;0x0000af9b;MALE COAT;EMCoat_A11_C8_1;Enhanced Black/Red Traditional Gi;11;7
44957;0x9daf0000;0x0000af9d;MALE COAT;EMCoat_A11_C9_1;Enhanced Black/Orange Traditional Gi;11;8
45180;0x7cb00000;0x0000b07c;MALE COAT;EMCoat_A12_C11_1;Enhanced Purple Yoshi Triga Trench;12;10
45041;0xf1af0000;0x0000aff1;MALE COAT;EMCoat_A12_C12_1;Enhanced Brown Yoshi Triga Trench;12;11
45629;0x3db20000;0x0000b23d;MALE COAT;EMCoat_A12_C13_1;Enhanced White Yoshi Asiri Trench;12;12
45685;0x75b20000;0x0000b275;MALE COAT;EMCoat_A12_C15_1;Enhanced Purple Yoshi Asiri Trench;12;14
45487;0xafb10000;0x0000b1af;MALE COAT;EMCoat_A12_C16_1;Enhanced Green Yoshi Asiri Trench;12;15
45518;0xceb10000;0x0000b1ce;MALE COAT;EMCoat_A12_C18_1;Enhanced Brown Yoshi Asiri Trench;12;17
45739;0xabb20000;0x0000b2ab;MALE COAT;EMCoat_A12_C25_1;Enhanced Purple Yozamaki Trench;12;24
45713;0x91b20000;0x0000b291;MALE COAT;EMCoat_A12_C27_1;Enhanced Brown Yozamaki Trench;12;26
45711;0x8fb20000;0x0000b28f;MALE COAT;EMCoat_A12_C29_1;Enhanced Dim Green Yozamaki Trench;12;28
45683;0x73b20000;0x0000b273;MALE COAT;EMCoat_A12_C32_1;Enhanced Lavender Yoshi Asiri Trench;12;31
45236;0xb4b00000;0x0000b0b4;MALE COAT;EMCoat_A12_C4_1;Enhanced Brown Machello Prophet Duster;12;3
45179;0x7bb00000;0x0000b07b;MALE COAT;EMCoat_A12_C5_1;Enhanced Green Machello Prophet Duster;12;4
45042;0xf2af0000;0x0000aff2;MALE COAT;EMCoat_A12_C6_1;Enhanced Red Machello Prophet Duster;12;5
45152;0x60b00000;0x0000b060;MALE COAT;EMCoat_A12_C7_1;Enhanced Magenta Machello Prophet Duster;12;6
44985;0xb9af0000;0x0000afb9;MALE COAT;EMCoat_A12_C8_1;Enhanced Olive Machello Prophet Duster;12;7
45601;0x21b20000;0x0000b221;MALE COAT;EMCoat_A13_C1_1;Enhanced RocaWear White S.E.ANCHOR Shirt and Orange Parachute Pants;13;0
45516;0xccb10000;0x0000b1cc;MALE COAT;EMCoat_A13_C13_1;Enhanced RocaWear Yellow S.E.ANCHOR Shirt and Dark Brown Parachute Pants;13;12
